WB-1044190	WB-1044191	WB-1044192
ENSG00000261102	0	0	0
ENSG00000261108	0	0	0
ENSG00000261111	0	0	0
ENSG00000261115	56	56	56
ENSG00000261127	2	2	2
ENSG00000261134	0	0	0
ENSG00000261143	0	0	0
ENSG00000261144	0	0	0
ENSG00000261145	0	0	0
ENSG00000261147	0	0	0
ENSG00000261150	2	2	2
ENSG00000261151	0	0	0
ENSG00000261153	0	0	0
ENSG00000261174	0	0	0
ENSG00000261178	0	0	0
ENSG00000261181	0	0	0
ENSG00000261192	0	0	0
ENSG00000261196	0	0	0
ENSG00000261197	0	0	0
ENSG00000261199	0	0	0
ENSG00000261203	0	0	0
ENSG00000261205	1	1	1
ENSG00000261208	0	0	0
ENSG00000261209	0	0	0
ENSG00000261210	0	0	0
ENSG00000261217	0	0	0
ENSG00000261221	5	5	5
ENSG00000261232	0	0	0
ENSG00000261233	0	0	0
ENSG00000261234	0	0	0
ENSG00000261236	7	7	7
ENSG00000261239	0	0	0
ENSG00000261245	0	0	0
ENSG00000261247	0	0	0
ENSG00000261259	0	0	0
ENSG00000261263	0	0	0
ENSG00000261272	0	0	0
ENSG00000261274	0	0	0
ENSG00000261277	0	0	0
ENSG00000261278	0	0	0
ENSG00000261279	0	0	0
ENSG00000261281	0	0	0
ENSG00000261282	0	0	0
ENSG00000261284	0	0	0
ENSG00000261289	0	0	0
ENSG00000261290	0	0	0
ENSG00000261299	0	0	0
ENSG00000261303	0	0	0
ENSG00000261308	0	0	0
ENSG00000261315	0	0	0
ENSG00000261330	0	0	0
ENSG00000261333	0	0	0
ENSG00000261336	0	0	0
ENSG00000261349	0	0	0
ENSG00000261356	0	0	0
ENSG00000261365	0	0	0
ENSG00000261371	0	0	0
ENSG00000261375	0	0	0
ENSG00000261377	0	0	0
ENSG00000261391	0	0	0
ENSG00000261395	0	0	0
ENSG00000261401	0	0	0
ENSG00000261405	0	0	0
ENSG00000261408	3	3	3
ENSG00000261418	0	0	0
ENSG00000261419	0	0	0
ENSG00000261424	0	0	0
ENSG00000261427	0	0	0
ENSG00000261429	0	0	0
ENSG00000261440	0	0	0
ENSG00000261444	0	0	0
ENSG00000261456	0	0	0
ENSG00000261457	0	0	0
ENSG00000261458	0	0	0
ENSG00000261459	0	0	0
ENSG00000261461	0	0	0
ENSG00000261486	0	0	0
ENSG00000261491	0	0	0
ENSG00000261497	0	0	0
ENSG00000261509	0	0	0
ENSG00000261511	0	0	0
ENSG00000261515	0	0	0
ENSG00000261522	0	0	0
ENSG00000261524	0	0	0
ENSG00000261527	0	0	0
ENSG00000261528	0	0	0
ENSG00000261536	0	0	0
ENSG00000261548	0	0	0
ENSG00000261549	0	0	0
ENSG00000261554	0	0	0
ENSG00000261556	0	0	0
ENSG00000261557	0	0	0
ENSG00000261559	0	0	0
ENSG00000261564	0	0	0
ENSG00000261575	0	0	0
ENSG00000261580	0	0	0
ENSG00000261581	0	0	0
ENSG00000261587	0	0	0
ENSG00000261588	0	0	0
ENSG00000261590	0	0	0
ENSG00000261593	0	0	0
ENSG00000261594	4	4	4
ENSG00000261599	0	0	0
ENSG00000261603	0	0	0
ENSG00000261607	0	0	0
ENSG00000261608	0	0	0
ENSG00000261609	9	9	9
ENSG00000261611	2.207	2.206	2.206
ENSG00000261612	0	0	0
ENSG00000261614	0	0	0
ENSG00000261620	0	0	0
ENSG00000261624	0	0	0
ENSG00000261628	0	0	0
ENSG00000261635	0	0	0
ENSG00000261647	0	0	0
ENSG00000261649	0	0	0
ENSG00000261652	0	0	0
ENSG00000261665	0	0	0
ENSG00000261667	0	0	0
ENSG00000261678	19	19	19
ENSG00000261679	0	0	0
ENSG00000261680	0	0	0
ENSG00000261689	0	0	0
ENSG00000261701	0	0	0
ENSG00000261702	0	0	0
ENSG00000261704	0	0	0
ENSG00000261708	0	0	0
ENSG00000261711	0	0	0
ENSG00000261714	0	0	0
ENSG00000261717	0	0	0
ENSG00000261719	0	0	0
ENSG00000261725	0	0	0
ENSG00000261727	0	0	0
ENSG00000261732	2.255	2.253	2.255
ENSG00000261739	0	0	0
ENSG00000261740	5.97	5.965	5.97
ENSG00000261741	0	0	0
ENSG00000261747	0	0	0
ENSG00000261752	0	0	0
ENSG00000261764	0	0	0
ENSG00000261774	0	0	0
ENSG00000261776	0	0	0
ENSG00000261778	0	0	0
ENSG00000261782	0	0	0
ENSG00000261787	0	0	0
ENSG00000261792	0	0	0
ENSG00000261793	0	0	0
ENSG00000261794	0	0	0
ENSG00000261796	0	0	0
ENSG00000261809	0	0	0
ENSG00000261812	0	0	0
ENSG00000261813	0	0	0
ENSG00000261820	0	0	0
ENSG00000261832	0	0	0
ENSG00000261833	0	0	0
ENSG00000261834	0	0	0
ENSG00000261835	0	0	0
ENSG00000261846	0	0	0
ENSG00000261847	0	0	0
ENSG00000261852	0	0	0
ENSG00000261853	0	0	0
ENSG00000261857	0	0	0
ENSG00000261862	0	0	0
ENSG00000261866	0	0	0
ENSG00000261868	0	0	0
ENSG00000261882	0	0	0
ENSG00000261884	0	0	0
ENSG00000261904	0	0	0
ENSG00000261905	0	0	0
ENSG00000261914	0	0	0
ENSG00000261915	0	0	0
ENSG00000261934	0	0	0
ENSG00000261939	0	0	0
ENSG00000261949	0	0	0
ENSG00000261958	0	0	0
ENSG00000261963	1	1	1
ENSG00000261965	0	0	0
ENSG00000261968	0	0	0
ENSG00000261970	0	0	0
ENSG00000261972	0	0	0
ENSG00000261984	0	0	0
ENSG00000261986	0	0	0
ENSG00000261987	0	0	0
ENSG00000261992	0	0	0
ENSG00000262000	0	0	0
ENSG00000262008	0	0	0
ENSG00000262025	0	0	0
ENSG00000262040	0	0	0
ENSG00000262045	0	0	0
ENSG00000262048	0	0	0
ENSG00000262067	0	0	0
ENSG00000262068	0	0	0
ENSG00000262081	0	0	0
ENSG00000262085	0	0	0
ENSG00000262090	0	0	0
ENSG00000262095	0	0	0
ENSG00000262096	1	1	1
ENSG00000262102	10.001	10.001	10.001
ENSG00000262106	0	0	0
ENSG00000262107	0	0	0
ENSG00000262111	0	0	0
ENSG00000262113	0	0	0
ENSG00000262118	0	0	0
ENSG00000262120	0	0	0
ENSG00000262121	0	0	0
ENSG00000262135	0	0	0
ENSG00000262139	0	0	0
ENSG00000262140	0	0	0
ENSG00000262141	0	0	0
ENSG00000262145	0	0	0
ENSG00000262148	0	0	0
ENSG00000262154	0	0	0
ENSG00000262156	0	0	0
ENSG00000262158	0	0	0
ENSG00000262164	0	0	0
ENSG00000262180	0	0	0
ENSG00000262181	0	0	0
ENSG00000262187	0	0	0
ENSG00000262191	0	0	0
ENSG00000262209	0	0	0
ENSG00000262210	0	0	0
ENSG00000262214	0	0	0
ENSG00000262217	0	0	0
ENSG00000262218	0	0	0
ENSG00000262235	0	0	0
ENSG00000262243	0	0	0
ENSG00000262246	22	22	22
ENSG00000262248	0	0	0
ENSG00000262259	0	0	0
ENSG00000262262	0	0	0
ENSG00000262268	0	0	0
ENSG00000262271	0	0	0
ENSG00000262282	0	0	0
ENSG00000262293	0	0	0
ENSG00000262302	0	0	0
ENSG00000262304	1.223	1.223	1.222
ENSG00000262315	0	0	0
ENSG00000262316	0	0	0
ENSG00000262322	0	0	0
ENSG00000262327	6.174	6.175	6.175
ENSG00000262333	0	0	0
ENSG00000262334	0	0	0
ENSG00000262347	0	0	0
ENSG00000262366	0	0	0
ENSG00000262376	0	0	0
ENSG00000262381	0	0	0
ENSG00000262384	0	0	0
ENSG00000262400	0	0	0
ENSG00000262402	0	0	0
ENSG00000262406	0	0	0
ENSG00000262408	0	0	0
ENSG00000262418	0	0	0
ENSG00000262446	2.485	2.486	2.486
ENSG00000262461	0	0	0
ENSG00000262470	0	0	0
ENSG00000262471	0	0	0
ENSG00000262473	1	1	1
ENSG00000262480	0	0	0
ENSG00000262481	0	0	0
ENSG00000262484	0	0	0
ENSG00000262488	0	0	0
ENSG00000262492	0	0	0
ENSG00000262495	0	0	0
ENSG00000262497	0	0	0
ENSG00000262500	0	0	0
ENSG00000262503	0	0	0
ENSG00000262505	0	0	0
ENSG00000262512	0	0	0
ENSG00000262516	0	0	0
ENSG00000262518	0	0	0
ENSG00000262519	0	0	0
ENSG00000262520	0	0	0
ENSG00000262525	0	0	0
ENSG00000262526	0	0	0
ENSG00000262535	0	0	0
ENSG00000262536	0	0	0
ENSG00000262539	0	0	0
ENSG00000262554	0	0	0
ENSG00000262560	0	0	0
ENSG00000262561	0	0	0
ENSG00000262566	0	0	0
ENSG00000262573	0	0	0
ENSG00000262576	0	0	0
ENSG00000262583	0	0	0
ENSG00000262587	0	0	0
ENSG00000262591	0	0	0
ENSG00000262594	0	0	0
ENSG00000262607	0	0	0
ENSG00000262609	0	0	0
ENSG00000262612	0	0	0
ENSG00000262616	0	0	0
ENSG00000262621	0	0	0
ENSG00000262623	0	0	0
ENSG00000262628	0	0	0
ENSG00000262633	0	0	0
ENSG00000262634	0	0	0
ENSG00000262635	0	0	0
ENSG00000262636	0	0	0
ENSG00000262647	0	0	0
ENSG00000262648	0	0	0
ENSG00000262651	0	0	0
ENSG00000262655	0	0	0
ENSG00000262660	2.396	2.396	2.396
ENSG00000262664	0	0	0
ENSG00000262666	9	9	9
ENSG00000262700	0	0	0
ENSG00000262708	0	0	0
ENSG00000262730	0	0	0
ENSG00000262731	0	0	0
ENSG00000262734	0	0	0
ENSG00000262748	0	0	0
ENSG00000262749	0	0	0
ENSG00000262752	0	0	0
ENSG00000262759	0	0	0
ENSG00000262771	1.137	1.137	1.137
ENSG00000262788	0	0	0
ENSG00000262795	0	0	0
ENSG00000262796	0	0	0
ENSG00000262803	0	0	0
ENSG00000262808	0	0	0
ENSG00000262814	6.604	6.604	6.604
ENSG00000262818	0	0	0
ENSG00000262829	0	0	0
ENSG00000262855	0	0	0
ENSG00000262860	21	0	0
ENSG00000262870	0	0	0
ENSG00000262874	0	0	0
ENSG00000262885	0	0	0
ENSG00000262892	0	0	0
ENSG00000262896	0	0	0
ENSG00000262902	0	0	0
ENSG00000262904	0	0	0
ENSG00000262911	0	0	0
ENSG00000262919	3	3	3
ENSG00000262943	0	0	0
ENSG00000262953	0	0	0
ENSG00000262959	0	0	0
ENSG00000262961	0	0	0
ENSG00000262962	0	0	0
ENSG00000262974	0	0	0
ENSG00000262980	0	0	0
ENSG00000262986	0	0	0
ENSG00000262990	0	0	0
ENSG00000262993	0	0	0
ENSG00000262994	0	0	0
ENSG00000263001	114.492	114.59	113.948
ENSG00000263002	1	1	1
ENSG00000263006	2.796	2.797	2.797
ENSG00000263014	0	0	0
ENSG00000263017	0	0	0
ENSG00000263020	0	0	0
ENSG00000263022	0	0	0
ENSG00000263028	0	0	0
ENSG00000263029	0	0	0
ENSG00000263042	0	0	0
ENSG00000263045	0	0	0
ENSG00000263057	0	0	0
ENSG00000263070	0	0	0
ENSG00000263083	0	0	0
ENSG00000263090	0	0	0
ENSG00000263097	0	0	0
ENSG00000263103	0	0	0
ENSG00000263107	0	0	0
ENSG00000263114	0	0	0
ENSG00000263125	0	0	0
ENSG00000263127	0	0	0
ENSG00000263140	0	0	0
ENSG00000263141	0	0	0
ENSG00000263142	0	0	0
ENSG00000263155	0	0	0
ENSG00000263158	0	0	0
ENSG00000263160	1	1	1
ENSG00000263177	0	0	0
ENSG00000263179	0	0	0
ENSG00000263181	0	0	0
ENSG00000263186	0	0	0
ENSG00000263189	0	0	0
ENSG00000263196	0	0	0
ENSG00000263199	0	0	0
ENSG00000263206	0	0	0
ENSG00000263219	0	0	0
ENSG00000263229	0	0	0
ENSG00000263231	0	0	0
ENSG00000263232	0	0	0
ENSG00000263241	0	0	0
ENSG00000263242	0	0	0
ENSG00000263243	0	0	0
ENSG00000263247	0	0	0
ENSG00000263252	0	0	0
ENSG00000263264	0	0	0
ENSG00000263266	0	0	0
ENSG00000263290	25	25	25
ENSG00000263309	0	0	0
ENSG00000263310	1	1	1
ENSG00000263311	0	0	0
ENSG00000263326	0	0	0
ENSG00000263341	0	0	0
ENSG00000263343	0	0	0
ENSG00000263353	0	0	0
ENSG00000263355	0	0	0
ENSG00000263366	0	0	0
ENSG00000263368	0	0	0
ENSG00000263369	0	0	0
ENSG00000263375	0	0	0
ENSG00000263396	0	0	0
ENSG00000263405	0	0	0
ENSG00000263433	0	0	0
ENSG00000263460	0	0	0
ENSG00000263464	0	0	0
ENSG00000263465	23	23	23
ENSG00000263482	0	0	0
ENSG00000263483	0	0	0
ENSG00000263505	0	0	0
ENSG00000263513	0	0	0
ENSG00000263528	0	0	0
ENSG00000263535	0	0	0
ENSG00000263563	0	0	0
ENSG00000263604	0	0	0
ENSG00000263606	0	0	0
ENSG00000263620	0	0	0
ENSG00000263639	0	0	0
ENSG00000263647	0	0	0
ENSG00000263648	0	0	0
ENSG00000263682	0	0	0
ENSG00000263716	0	0	0
ENSG00000263725	0	0	0
ENSG00000263729	0	0	0
ENSG00000263733	0	0	0
ENSG00000263748	0	0	0
ENSG00000263749	0	0	0
ENSG00000263761	0	0	0
ENSG00000263772	0	0	0
ENSG00000263781	0	0	0
ENSG00000263788	0	0	0
ENSG00000263809	0	0	0
ENSG00000263818	1	1	1
ENSG00000263829	0	0	0
ENSG00000263846	0	0	0
ENSG00000263870	0	0	0
ENSG00000263883	0	0	0
ENSG00000263887	0	0	0
ENSG00000263914	0	0	0
ENSG00000263935	0	0	0
ENSG00000263946	0	0	0
ENSG00000263956	2.446	2.447	2.447
ENSG00000263961	1	1	1
ENSG00000263976	0	0	0
ENSG00000264006	0	0	0
ENSG00000264029	0	0	0
ENSG00000264040	0	0	0
ENSG00000264050	0	0	0
ENSG00000264054	0	0	0
ENSG00000264057	0	0	0
ENSG00000264058	0	0	0
ENSG00000264061	0	0	0
ENSG00000264064	0	0	0
ENSG00000264093	0	0	0
ENSG00000264104	0	0	0
ENSG00000264127	0	0	0
ENSG00000264138	0	0	0
ENSG00000264145	0	0	0
ENSG00000264148	0	0	0
ENSG00000264150	0	0	0
ENSG00000264164	0	0	0
ENSG00000264168	0	0	0
ENSG00000264172	0	0	0
ENSG00000264176	0	0	0
ENSG00000264179	0	0	0
ENSG00000264186	0	0	0
ENSG00000264187	0	0	0
ENSG00000264189	0	0	0
ENSG00000264193	0	0	0
ENSG00000264204	0	0	0
ENSG00000264216	0	0	0
ENSG00000264217	0	0	0
ENSG00000264230	0	0	0
ENSG00000264236	0	0	0
ENSG00000264240	0	0	0
ENSG00000264242	0	0	0
ENSG00000264245	0	0	0
ENSG00000264246	0	0	0
ENSG00000264289	0	0	0
ENSG00000264296	0	0	0
ENSG00000264300	0	0	0
ENSG00000264311	0	0	0
ENSG00000264315	0	0	0
ENSG00000264316	0	0	0
ENSG00000264324	1.091	1.091	1.091
ENSG00000264343	1.051	1.051	1.051
ENSG00000264350	0	0	0
ENSG00000264359	0	0	0
ENSG00000264364	105	105	105
ENSG00000264373	0	0	0
ENSG00000264388	0	0	0
ENSG00000264424	0	0	0
ENSG00000264431	0	0	0
ENSG00000264435	0	0	0
ENSG00000264444	0	0	0
ENSG00000264497	0	0	0
ENSG00000264503	0	0	0
ENSG00000264522	5	5	5
ENSG00000264529	0	0	0
ENSG00000264538	8	8	8
ENSG00000264545	0	0	0
ENSG00000264562	0	0	0
ENSG00000264564	0	0	0
ENSG00000264570	0	0	0
ENSG00000264617	0	0	0
ENSG00000264619	0	0	0
ENSG00000264644	0	0	0
ENSG00000264655	0	0	0
ENSG00000264662	0	0	0
ENSG00000264663	0	0	0
ENSG00000264668	0	0	0
ENSG00000264685	0	0	0
ENSG00000264689	0	0	0
ENSG00000264697	0	0	0
ENSG00000264714	0	0	0
ENSG00000264736	0	0	0
ENSG00000264743	0	0	0
ENSG00000264775	0	0	0
ENSG00000264801	0	0	0
ENSG00000264811	0	0	0
ENSG00000264813	0	0	0
ENSG00000264837	0	0	0
ENSG00000264845	0	0	0
ENSG00000264874	0	0	0
ENSG00000264892	0	0	0
ENSG00000264907	0	0	0
ENSG00000264911	0	0	0
ENSG00000264930	0	0	0
ENSG00000264943	0	0	0
ENSG00000264958	0	0	0
ENSG00000264970	0	0	0
ENSG00000264971	0	0	0
ENSG00000264981	0	0	0
ENSG00000265015	0	0	0
ENSG00000265018	0	0	0
ENSG00000265019	0	0	0
ENSG00000265038	0	0	0
ENSG00000265041	0	0	0
ENSG00000265060	0	0	0
ENSG00000265095	0	0	0
ENSG00000265097	0	0	0
ENSG00000265099	0	0	0
ENSG00000265107	0	0	0
ENSG00000265118	0	0	0
ENSG00000265136	0	0	0
ENSG00000265158	2.003	2.003	2.003
ENSG00000265182	0	0	0
ENSG00000265188	0	0	0
ENSG00000265190	0	0	0
ENSG00000265203	0	0	0
ENSG00000265233	0	0	0
ENSG00000265240	0	0	0
ENSG00000265241	73	73	73
ENSG00000265243	0	0	0
ENSG00000265261	0	0	0
ENSG00000265262	0	0	0
ENSG00000265273	0	0	0
ENSG00000265279	0	0	0
ENSG00000265293	0	0	0
ENSG00000265296	0	0	0
ENSG00000265298	0	0	0
ENSG00000265303	0	0	0
ENSG00000265340	0	0	0
ENSG00000265354	11	11	11
ENSG00000265366	1	1	1
ENSG00000265402	0	0	0
ENSG00000265417	0	0	0
ENSG00000265428	0	0	0
ENSG00000265437	0	0	0
ENSG00000265453	0	0	0
ENSG00000265460	0	0	0
ENSG00000265469	0	0	0
ENSG00000265472	0	0	0
ENSG00000265480	0	0	0
ENSG00000265491	23.008	23.008	23.008
ENSG00000265531	0	0	0
ENSG00000265541	0	0	0
ENSG00000265545	0	0	0
ENSG00000265564	0	0	0
ENSG00000265567	0	0	0
ENSG00000265574	0	0	0
ENSG00000265590	7.635	7.636	7.636
ENSG00000265593	0	0	0
ENSG00000265614	0	0	0
ENSG00000265626	0	0	0
ENSG00000265630	0	0	0
ENSG00000265631	0	0	0
ENSG00000265639	0	0	0
ENSG00000265646	0	0	0
ENSG00000265681	52	52	52
ENSG00000265683	0	0	0
ENSG00000265690	0	0	0
ENSG00000265693	0	0	0
ENSG00000265698	0	0	0
ENSG00000265712	0	0	0
ENSG00000265713	0	0	0
ENSG00000265746	0	0	0
ENSG00000265763	1	1	1
ENSG00000265790	0	0	0
ENSG00000265798	0	0	0
ENSG00000265808	9	9	9
ENSG00000265817	1	1	1
ENSG00000265818	0	0	0
ENSG00000265833	0	0	0
ENSG00000265836	0	0	0
ENSG00000265853	0	0	0
ENSG00000265863	0	0	0
ENSG00000265881	0	0	0
ENSG00000265883	0	0	0
ENSG00000265916	0	0	0
ENSG00000265934	0	0	0
ENSG00000265936	0	0	0
ENSG00000265939	0	0	0
ENSG00000265946	0	0	0
ENSG00000265972	67	67	67
ENSG00000265973	0	0	0
ENSG00000265982	0	0	0
ENSG00000266003	0	0	0
ENSG00000266009	0	0	0
ENSG00000266027	0	0	0
ENSG00000266028	34.042	34.043	34.044
ENSG00000266042	0	0	0
ENSG00000266048	0	0	0
ENSG00000266050	0	0	0
ENSG00000266066	0	0	0
ENSG00000266074	24	24	24
ENSG00000266076	0	0	0
ENSG00000266086	0	0	0
ENSG00000266094	2	2	2
ENSG00000266105	0	0	0
ENSG00000266117	0	0	0
ENSG00000266127	0	0	0
ENSG00000266129	0	0	0
ENSG00000266145	0	0	0
ENSG00000266155	0	0	0
ENSG00000266162	0	0	0
ENSG00000266173	13	13	13
ENSG00000266179	0	0	0
ENSG00000266181	0	0	0
ENSG00000266184	0	0	0
ENSG00000266190	0	0	0
ENSG00000266200	0	0	0
ENSG00000266201	0	0	0
ENSG00000266202	0	0	0
ENSG00000266217	0	0	0
ENSG00000266227	0	0	0
ENSG00000266242	1	1	1
ENSG00000266251	0	0	0
ENSG00000266265	1	1	1
ENSG00000266282	0	0	0
ENSG00000266286	0	0	0
ENSG00000266296	0	0	0
ENSG00000266302	0	0	0
ENSG00000266306	0	0	0
ENSG00000266338	29.372	29.377	29.376
ENSG00000266356	0	0	0
ENSG00000266364	0	0	0
ENSG00000266365	0	0	0
ENSG00000266373	0	0	0
ENSG00000266379	0	0	0
ENSG00000266405	0	0	0
ENSG00000266412	36	36	36
ENSG00000266416	0	0	0
ENSG00000266433	0	0	0
ENSG00000266442	0	0	0
ENSG00000266448	0	0	0
ENSG00000266470	0	0	0
ENSG00000266472	21	21	21
ENSG00000266479	0	0	0
ENSG00000266486	0	0	0
ENSG00000266488	0	0	0
ENSG00000266501	0	0	0
ENSG00000266504	0	0	0
ENSG00000266520	0	0	0
ENSG00000266522	0	0	0
ENSG00000266524	0	0	0
ENSG00000266529	0	0	0
ENSG00000266537	0	0	0
ENSG00000266549	0	0	0
ENSG00000266561	0	0	0
ENSG00000266563	0	0	0
ENSG00000266575	0	0	0
ENSG00000266576	0	0	0
ENSG00000266605	0	0	0
ENSG00000266613	0	0	0
ENSG00000266647	0	0	0
ENSG00000266648	0	0	0
ENSG00000266673	0	0	0
ENSG00000266691	0	0	0
ENSG00000266693	0	0	0
ENSG00000266695	0	0	0
ENSG00000266707	0	0	0
ENSG00000266714	2	2	2
ENSG00000266728	0	0	0
ENSG00000266733	0	0	0
ENSG00000266736	0	0	0
ENSG00000266746	0	0	0
ENSG00000266771	0	0	0
ENSG00000266777	1	1	1
ENSG00000266786	0	0	0
ENSG00000266806	0	0	0
ENSG00000266809	0	0	0
ENSG00000266818	0	0	0
ENSG00000266820	0	0	0
ENSG00000266826	0	0	0
ENSG00000266853	0	0	0
ENSG00000266858	0	0	0
ENSG00000266865	0	0	0
ENSG00000266876	0	0	0
ENSG00000266885	0	0	0
ENSG00000266891	0	0	0
ENSG00000266899	0	0	0
ENSG00000266906	0	0	0
ENSG00000266907	0	0	0
ENSG00000266909	0	0	0
ENSG00000266910	0	0	0
ENSG00000266915	0	0	0
ENSG00000266920	0	0	0
ENSG00000266931	0	0	0
ENSG00000266932	0	0	0
ENSG00000266938	0	0	0
ENSG00000266943	0	0	0
ENSG00000266944	0	0	0
ENSG00000266946	0	0	0
ENSG00000266953	0	0	0
ENSG00000266959	0	0	0
ENSG00000266960	0	0	0
ENSG00000266964	0	0	0
ENSG00000266967	8.283	8.283	8.284
ENSG00000266971	0	0	0
ENSG00000266984	0	0	0
ENSG00000266989	0	0	0
ENSG00000266992	0	0	0
ENSG00000266995	0	0	0
ENSG00000266997	0	0	0
ENSG00000267001	0	0	0
ENSG00000267005	0	0	0
ENSG00000267019	0	0	0
ENSG00000267022	0	0	0
ENSG00000267023	0	0	0
ENSG00000267032	0	0	0
ENSG00000267036	0	0	0
ENSG00000267041	2	2	2
ENSG00000267046	0	0	0
ENSG00000267056	0	0	0
ENSG00000267059	0	0	0
ENSG00000267060	0	0	0
ENSG00000267066	0	0	0
ENSG00000267076	0	0	0
ENSG00000267083	0	0	0
ENSG00000267084	0	0	0
ENSG00000267085	0	0	0
ENSG00000267088	0	0	0
ENSG00000267091	0	0	0
ENSG00000267099	0	0	0
ENSG00000267102	0	0	0
ENSG00000267110	0	0	0
ENSG00000267113	0	0	0
ENSG00000267116	0	0	0
ENSG00000267119	0	0	0
ENSG00000267120	0	0	0
ENSG00000267127	0	0	0
ENSG00000267129	0	0	0
ENSG00000267132	0	0	0
ENSG00000267135	0	0	0
ENSG00000267140	0	0	0
ENSG00000267142	0	0	0
ENSG00000267145	0	0	0
ENSG00000267148	0	0	0
ENSG00000267153	0	0	0
ENSG00000267154	0	0	0
ENSG00000267156	0	0	0
ENSG00000267157	0	0	0
ENSG00000267162	0	0	0
ENSG00000267166	0	0	0
ENSG00000267168	0	0	0
ENSG00000267170	0	0	0
ENSG00000267173	0	0	0
ENSG00000267178	0	0	0
ENSG00000267179	0	0	0
ENSG00000267180	0	0	0
ENSG00000267182	0	0	0
ENSG00000267184	0	0	0
ENSG00000267185	0	0	0
ENSG00000267187	0	0	0
ENSG00000267189	0	0	0
ENSG00000267190	0	0	0
ENSG00000267203	0	0	0
ENSG00000267206	0	0	0
ENSG00000267208	0	0	0
ENSG00000267216	9.127	9.127	9.127
ENSG00000267218	0	0	0
ENSG00000267220	0	0	0
ENSG00000267227	0	0	0
ENSG00000267228	3.633	3.634	3.634
ENSG00000267233	0	0	0
ENSG00000267235	0	0	0
ENSG00000267237	0	0	0
ENSG00000267241	0	0	0
ENSG00000267245	0	0	0
ENSG00000267253	0	0	0
ENSG00000267258	0	0	0
ENSG00000267261	0	0	0
ENSG00000267264	1	1	1
ENSG00000267271	0	0	0
ENSG00000267281	0	0	0
ENSG00000267292	0	0	0
ENSG00000267293	0	0	0
ENSG00000267295	0	0	0
ENSG00000267301	0	0	0
ENSG00000267303	0	0	0
ENSG00000267305	0	0	0
ENSG00000267310	0	0	0
ENSG00000267312	0	0	0
ENSG00000267314	0	0	0
ENSG00000267315	0	0	0
ENSG00000267318	0	0	0
ENSG00000267319	0	0	0
ENSG00000267323	0	0	0
ENSG00000267324	0	0	0
ENSG00000267332	0	0	0
ENSG00000267333	0	0	0
ENSG00000267335	0	0	0
ENSG00000267336	0	0	0
ENSG00000267340	0	0	0
ENSG00000267343	0	0	0
ENSG00000267346	0	0	0
ENSG00000267352	0	0	0
ENSG00000267355	0	0	0
ENSG00000267360	0	0	0
ENSG00000267361	0	0	0
ENSG00000267368	0	0	0
ENSG00000267369	0	0	0
ENSG00000267370	0	0	0
ENSG00000267371	0	0	0
ENSG00000267376	0	0	0
ENSG00000267382	0	0	0
ENSG00000267384	0	0	0
ENSG00000267385	0	0	0
ENSG00000267389	0	0	0
ENSG00000267392	0	0	0
ENSG00000267398	0	0	0
ENSG00000267400	0	0	0
ENSG00000267404	0	0	0
ENSG00000267408	0	0	0
ENSG00000267415	0	0	0
ENSG00000267418	0	0	0
ENSG00000267419	0	0	0
ENSG00000267422	1	1	1
ENSG00000267426	0	0	0
ENSG00000267428	0	0	0
ENSG00000267430	0	0	0
ENSG00000267433	0	0	0
ENSG00000267441	0	0	0
ENSG00000267444	0	0	0
ENSG00000267450	1.422	1.422	1.422
ENSG00000267456	0	0	0
ENSG00000267459	0	0	0
ENSG00000267463	0	0	0
ENSG00000267467	0	0	0
ENSG00000267471	0	0	0
ENSG00000267472	0	0	0
ENSG00000267477	0	0	0
ENSG00000267478	0	0	0
ENSG00000267482	0	0	0
ENSG00000267486	0	0	0
ENSG00000267487	0	0	0
ENSG00000267490	0	0	0
ENSG00000267492	0	0	0
ENSG00000267497	0	0	0
ENSG00000267500	1	1	1
ENSG00000267507	0	0	0
ENSG00000267508	6	6	6
ENSG00000267511	0	0	0
ENSG00000267513	0	0	0
ENSG00000267515	0	0	0
ENSG00000267518	0	0	0
ENSG00000267524	0	0	0
ENSG00000267526	0	0	0
ENSG00000267533	0	0	0
ENSG00000267534	0	0	0
ENSG00000267541	0	0	0
ENSG00000267544	0	0	0
ENSG00000267545	0	0	0
ENSG00000267552	0	0	0
ENSG00000267554	0	0	0
ENSG00000267558	0	0	0
ENSG00000267561	0	0	0
ENSG00000267570	0	0	0
ENSG00000267573	0	0	0
ENSG00000267585	0	0	0
ENSG00000267587	0	0	0
ENSG00000267589	0	0	0
ENSG00000267590	0	0	0
ENSG00000267591	0	0	0
ENSG00000267592	0	0	0
ENSG00000267594	0	0	0
ENSG00000267595	0	0	0
ENSG00000267597	0	0	0
ENSG00000267609	0	0	0
ENSG00000267611	0	0	0
ENSG00000267618	0	0	0
ENSG00000267620	0	0	0
ENSG00000267623	0	0	0
ENSG00000267624	0	0	0
ENSG00000267630	0	0	0
ENSG00000267631	0	0	0
ENSG00000267634	0	0	0
ENSG00000267635	0	0	0
ENSG00000267639	0	0	0
ENSG00000267641	0	0	0
ENSG00000267645	9.513	9.511	9.516
ENSG00000267647	0	0	0
ENSG00000267648	0	0	0
ENSG00000267652	0	0	0
ENSG00000267656	0	0	0
ENSG00000267661	0	0	0
ENSG00000267663	0	0	0
